seq,ros_time_sec,wall_time_iso,source,topic,height_cm,array_ground_height_cm,point_height_cm,pair_age_sec,drop_cm
255,1779458686.884128332,2026-05-22T22:04:46.884,point_fc,/height,18,28,18,0.011184,1.000
256,1779458686.889271259,2026-05-22T22:04:46.889,point_fc,/height,18,28,18,0.016327,1.000
257,1779458686.895013094,2026-05-22T22:04:46.895,point_fc,/height,18,28,18,0.022069,1.000
258,1779458686.899810314,2026-05-22T22:04:46.899,point_fc,/height,18,28,18,0.026866,1.000
259,1779458686.903859615,2026-05-22T22:04:46.903,array_ground,/laser_array/ground_height,29,29,18,0.004049,2.000
260,1779458686.905718803,2026-05-22T22:04:46.905,point_fc,/height,18,29,18,0.001859,2.000
261,1779458686.909157515,2026-05-22T22:04:46.909,point_fc,/height,18,29,18,0.005298,2.000
262,1779458686.914308071,2026-05-22T22:04:46.914,point_fc,/height,18,29,18,0.010448,2.000
263,1779458686.919106245,2026-05-22T22:04:46.919,point_fc,/height,18,29,18,0.015247,2.000
264,1779458686.920482397,2026-05-22T22:04:46.920,array_ground,/laser_array/ground_height,29,29,18,0.001376,2.000
265,1779458686.924374580,2026-05-22T22:04:46.924,point_fc,/height,18,29,18,0.003892,2.000
266,1779458686.929273367,2026-05-22T22:04:46.929,point_fc,/height,18,29,18,0.008791,2.000
267,1779458686.934261799,2026-05-22T22:04:46.934,point_fc,/height,18,29,18,0.013779,2.000
268,1779458686.935985565,2026-05-22T22:04:46.936,array_ground,/laser_array/ground_height,29,29,18,0.001724,2.000
269,1779458686.939058542,2026-05-22T22:04:46.939,point_fc,/height,18,29,18,0.003073,2.000
270,1779458686.944211483,2026-05-22T22:04:46.944,point_fc,/height,18,29,18,0.008226,2.000
271,1779458686.949040890,2026-05-22T22:04:46.949,point_fc,/height,18,29,18,0.013055,2.000
272,1779458686.954259396,2026-05-22T22:04:46.954,point_fc,/height,18,29,18,0.018274,2.000
273,1779458686.959619045,2026-05-22T22:04:46.959,point_fc,/height,18,29,18,0.023633,2.000
274,1779458686.964311123,2026-05-22T22:04:46.964,point_fc,/height,18,29,18,0.028326,2.000
275,1779458686.965661764,2026-05-22T22:04:46.965,array_ground,/laser_array/ground_height,29,29,18,0.001351,2.000
276,1779458686.969419241,2026-05-22T22:04:46.969,point_fc,/height,18,29,18,0.003757,2.000
277,1779458686.974144936,2026-05-22T22:04:46.974,point_fc,/height,18,29,18,0.008483,2.000
278,1779458686.979086637,2026-05-22T22:04:46.979,point_fc,/height,18,29,18,0.013425,2.000
279,1779458686.981710196,2026-05-22T22:04:46.981,array_ground,/laser_array/ground_height,29,29,18,0.002624,2.000
280,1779458686.983961344,2026-05-22T22:04:46.983,point_fc,/height,18,29,18,0.002251,2.000
281,1779458686.988965273,2026-05-22T22:04:46.989,point_fc,/height,18,29,18,0.007255,2.000
282,1779458686.994235039,2026-05-22T22:04:46.994,point_fc,/height,18,29,18,0.012525,2.000
283,1779458686.997787476,2026-05-22T22:04:46.997,array_ground,/laser_array/ground_height,29,29,18,0.003552,2.000
284,1779458686.999232292,2026-05-22T22:04:46.999,point_fc,/height,19,29,19,0.001445,1.000
285,1779458687.004048824,2026-05-22T22:04:47.004,point_fc,/height,19,29,19,0.006261,1.000
286,1779458687.009027243,2026-05-22T22:04:47.009,point_fc,/height,19,29,19,0.011240,1.000
287,1779458687.013725042,2026-05-22T22:04:47.013,array_ground,/laser_array/ground_height,29,29,19,0.004698,1.000
288,1779458687.014813423,2026-05-22T22:04:47.014,point_fc,/height,19,29,19,0.001088,1.000
289,1779458687.019229650,2026-05-22T22:04:47.019,point_fc,/height,19,29,19,0.005505,1.000
290,1779458687.024606943,2026-05-22T22:04:47.024,point_fc,/height,19,29,19,0.010882,1.000
291,1779458687.029648781,2026-05-22T22:04:47.029,point_fc,/height,19,29,19,0.015924,1.000
292,1779458687.031278849,2026-05-22T22:04:47.031,array_ground,/laser_array/ground_height,29,29,19,0.001630,1.000
293,1779458687.034406662,2026-05-22T22:04:47.034,point_fc,/height,19,29,19,0.003128,1.000
294,1779458687.039446831,2026-05-22T22:04:47.039,point_fc,/height,19,29,19,0.008168,1.000
