t_rel_s,ts_ns,values
16.800,1779427892632320716,"[-0.0, -0.0, 20.0, 4.849154490119975e-23]"
16.820,1779427892652588674,"[-0.0, -0.0, 20.0, 3.8793235289871076e-23]"
16.840,1779427892672424388,"[-0.0, -0.0, 20.0, 3.103458949407431e-23]"
16.860,1779427892692690013,"[-0.0, -0.0, 20.0, 2.4827670964170723e-23]"
16.880,1779427892712671266,"[-0.0, -0.0, 20.0, 1.986213708688094e-23]"
16.900,1779427892732685769,"[-0.0, -0.0, 20.0, 1.5889709669504752e-23]"
16.920,1779427892752477150,"[-0.0, -0.0, 20.0, 1.2711767735603802e-23]"
16.940,1779427892772464821,"[-0.0, -0.0, 20.0, 1.0169414188483042e-23]"
16.960,1779427892792586947,"[-0.0, -0.0, 20.0, 8.135531193014252e-24]"
16.980,1779427892812455619,"[-0.3852907121181488, -1.6827337741851807, 20.0, 6.508425112183583e-24]"
17.000,1779427892832462247,"[-0.30858761072158813, -1.5786362886428833, 20.0, 5.206739931974685e-24]"
17.020,1779427892852581457,"[-0.25029656291007996, -1.4975483417510986, 20.0, 4.1653918666936576e-24]"
17.040,1779427892872628627,"[-0.2199126034975052, -1.315758228302002, 20.0, 3.332313730013198e-24]"
17.060,1779427892892564089,"[0.10686910897493362, -1.4457677602767944, 20.0, 2.6658509051244676e-24]"
17.080,1779427892912664633,"[0.16507725417613983, -1.4295990467071533, 20.0, 2.132680724099574e-24]"
17.100,1779427892932375806,"[0.14842736721038818, -1.2854079008102417, 20.0, 1.7061446187227045e-24]"
17.120,1779427892952605849,"[-0.28966960310935974, -1.4554892778396606, 20.0, 1.3649156358135957e-24]"
17.140,1779427892972485895,"[-0.3222220540046692, -1.4614593982696533, 20.0, 1.091932488929354e-24]"
17.160,1779427892992500107,"[-0.32347026467323303, -1.4036976099014282, 20.0, 8.735460108650058e-25]"
17.180,1779427893012484152,"[-0.29761481285095215, -1.2914979457855225, 20.0, 6.988368382742886e-25]"
17.200,1779427893032335199,"[-0.046300407499074936, -0.9873907566070557, 20.0, 5.590694706194309e-25]"
17.220,1779427893052576032,"[-0.03880441561341286, -0.9734869599342346, 20.0, 4.47255586356306e-25]"
17.240,1779427893072336497,"[0.2653411328792572, -1.3394322395324707, 20.0, 3.5780445429390283e-25]"
17.260,1779427893092526873,"[0.34021294116973877, -1.3828660249710083, 20.0, 2.8624355357436095e-25]"
17.280,1779427893112656875,"[0.41363462805747986, -1.4251941442489624, 20.0, 2.2899485765063073e-25]"
17.300,1779427893132608378,"[0.3871341943740845, -1.3338860273361206, 20.0, 1.8319588612050459e-25]"
17.321,1779427893153412705,"[0.14127108454704285, -0.5687369704246521, 20.0, 1.4655669903564235e-25]"
17.340,1779427893172581969,"[0.15941746532917023, -0.5627126693725586, 20.0, 1.1724536415889454e-25]"
17.361,1779427893192789553,"[0.17373248934745789, -0.5835064649581909, 20.0, 9.37962888619253e-26]"
17.380,1779427893212538351,"[0.0, -0.0, 20.0, 7.503703478732574e-26]"
17.400,1779427893232396814,"[0.0, -0.0, 20.0, 6.002962782986059e-26]"
17.420,1779427893252670023,"[-0.0, -0.0, 20.0, 4.8023701031293307e-26]"
17.440,1779427893272387904,"[-0.19499969482421875, -0.8336969017982483, 20.0, 3.841896205762981e-26]"
17.460,1779427893292549697,"[-0.2489987462759018, -0.7850640416145325, 20.0, 3.073516718091352e-26]"
17.480,1779427893312467660,"[-0.3008834719657898, -0.7519366145133972, 20.0, 2.458813497732598e-26]"
17.500,1779427893332533788,"[-0.2864089906215668, -0.715763509273529, 20.0, 1.9670508598158366e-26]"
17.520,1779427893352744288,"[-0.2028120458126068, -0.3772180676460266, 20.0, 1.5736406878526693e-26]"
17.540,1779427893372419879,"[-0.23297730088233948, -0.3644687533378601, 20.0, 1.2589125348746959e-26]"
17.560,1779427893392527714,"[-0.2549801170825958, -0.36674416065216064, 20.0, 1.0071300124923171e-26]"
17.580,1779427893412506926,"[-0.0, -0.0, 20.0, 8.057040099938537e-27]"
17.600,1779427893432701677,"[-0.0, -0.0, 20.0, 6.4456318488392364e-27]"
17.620,1779427893452396226,"[-0.0, -0.0, 20.0, 5.156505633145785e-27]"
17.640,1779427893472592435,"[-0.0, -0.0, 20.0, 4.12520442947943e-27]"
17.660,1779427893492725645,"[0.0, -0.0, 20.0, 3.300163774695137e-27]"
17.680,1779427893512423111,"[0.0, -0.0, 20.0, 2.6401308271631154e-27]"
17.700,1779427893532630111,"[0.0, -0.0, 20.0, 2.112104777286289e-27]"
17.721,1779427893552765655,"[-0.0, -0.0, 20.0, 1.6896838218290312e-27]"
17.740,1779427893572530786,"[-0.0, -0.0, 20.0, 1.3517469611667277e-27]"
17.760,1779427893592321000,"[-0.0, -0.0, 20.0, 1.0813976267112805e-27]"
17.780,1779427893612599458,"[-0.09923257678747177, -1.8829171657562256, 20.0, 8.651181013690244e-28]"
17.800,1779427893632508963,"[-0.08617960661649704, -1.785957932472229, 20.0, 6.920944810952195e-28]"
17.820,1779427893652354593,"[-0.07569966465234756, -1.6362167596817017, 20.0, 5.536755848761756e-28]"
17.840,1779427893672586677,"[0.05618908256292343, -1.6902443170547485, 20.0, 4.429404390119913e-28]"
17.860,1779427893692583388,"[0.07691480964422226, -1.6642318964004517, 20.0, 3.5435235602441793e-28]"
17.880,1779427893712557725,"[0.09476710855960846, -1.6496390104293823, 20.0, 2.834818896343592e-28]"
17.900,1779427893732455147,"[0.08520805090665817, -1.4832416772842407, 20.0, 2.267855213371371e-28]"
17.920,1779427893752543274,"[-0.09746310859918594, -1.226939082145691, 20.0, 1.8142841466229724e-28]"
17.940,1779427893772388029,"[-0.11217692494392395, -1.221335530281067, 20.0, 1.4514272691501293e-28]"
17.961,1779427893792788403,"[-0.11549881100654602, -1.1802202463150024, 20.0, 1.1611418393942277e-28]"
17.980,1779427893812478576,"[-0.2388862818479538, -0.7263724207878113, 20.0, 9.289134474412579e-29]"
18.001,1779427893832865533,"[-0.2788315713405609, -0.7204477190971375, 20.0, 7.431307820271306e-29]"
18.020,1779427893852756663,"[-0.32007473707199097, -0.7179073691368103, 20.0, 5.945046015475802e-29]"
18.040,1779427893872700292,"[-0.3157179057598114, -0.7081352472305298, 20.0, 4.7560370531218845e-29]"
18.060,1779427893892610963,"[-0.31223243474960327, -0.7003175616264343, 20.0, 3.804829582312197e-29]"
18.080,1779427893912701590,"[-0.19043992459774017, -0.48384585976600647, 20.0, 3.0438636658497575e-29]"
18.100,1779427893932469930,"[-0.20099124312400818, -0.5106533169746399, 20.0, 2.4350909025871506e-29]"
18.120,1779427893952288727,"[-0.21456769108772278, -0.5612616539001465, 20.0, 1.9480727220697205e-29]"
18.140,1779427893972456061,"[-0.22346848249435425, -0.5627855658531189, 20.0, 1.558458147563121e-29]"
18.160,1779427893992456565,"[-0.2281932234764099, -0.5746844410896301, 20.0, 1.2467665481431522e-29]"
18.180,1779427894012450943,"[-0.028998667374253273, -0.4498251974582672, 20.0, 9.974132385145217e-30]"
18.200,1779427894032514737,"[-0.0022195063065737486, -0.46416035294532776, 20.0, 7.979306058579451e-30]"
18.220,1779427894052628406,"[0.02611115202307701, -0.48102888464927673, 20.0, 6.38344439547373e-30]"
18.240,1779427894072486578,"[0.02749594859778881, -0.5065401196479797, 20.0, 5.106755967768815e-30]"
18.260,1779427894092351749,"[0.20168855786323547, -0.680947482585907, 20.0, 4.085404473288498e-30]"
18.280,1779427894112519376,"[0.2657286524772644, -0.7115193009376526, 20.0, 3.268323804325714e-30]"
18.300,1779427894132591045,"[0.2600400149822235, -0.6962873339653015, 20.0, 2.614659043460571e-30]"
18.321,1779427894152774129,"[0.16584709286689758, -0.2588317096233368, 20.0, 2.091727121920999e-30]"
18.340,1779427894172461970,"[0.23248694837093353, -0.28018563985824585, 20.0, 1.67338165992098e-30]"
18.360,1779427894192447598,"[0.2573704719543457, -0.31017443537712097, 20.0, 1.3387054407842417e-30]"
18.380,1779427894212514309,"[0.13681043684482574, -0.46378156542778015, 20.0, 1.0709643150115742e-30]"
18.400,1779427894232286732,"[0.13356810808181763, -0.4881841540336609, 20.0, 8.56771470817169e-31]"
18.420,1779427894252300068,"[0.13290485739707947, -0.5052154660224915, 20.0, 6.854171672497803e-31]"
18.440,1779427894272374654,"[0.1277000606060028, -1.1508522033691406, 20.0, 5.483337432037791e-31]"
18.460,1779427894292423282,"[0.09648952633142471, -1.211905837059021, 20.0, 4.386669851590685e-31]"
18.480,1779427894312463160,"[0.06569576263427734, -1.2689844369888306, 20.0, 3.5093358812725477e-31]"
18.500,1779427894332466288,"[0.061173468828201294, -1.1816314458847046, 20.0, 2.807468657998264e-31]"
18.520,1779427894352719371,"[-0.10427279770374298, -0.5512859225273132, 20.0, 2.2459749734183853e-31]"
18.540,1779427894372334588,"[-0.1628924310207367, -0.5911540985107422, 20.0, 1.7967799082050472e-31]"
18.560,1779427894392333341,"[-0.16666264832019806, -0.6048365831375122, 20.0, 1.4374239970936988e-31]"
18.580,1779427894412378760,"[-0.30984485149383545, -0.7232003808021545, 20.0, 1.149939221184846e-31]"
18.600,1779427894432533845,"[-0.37701645493507385, -0.7535417675971985, 20.0, 9.199513416830463e-32]"
18.620,1779427894452539015,"[-0.4061763286590576, -0.757961094379425, 20.0, 7.359610851013806e-32]"
18.640,1779427894472418770,"[-0.059640754014253616, -0.18013422191143036, 20.0, 5.887688563261609e-32]"
18.660,1779427894492481106,"[-0.05837317183613777, -0.16992542147636414, 20.0, 4.710150909384005e-32]"
18.680,1779427894512486859,"[-0.05658473074436188, -0.1584908813238144, 20.0, 3.768120609957769e-32]"
18.700,1779427894532583028,"[-0.08040530234575272, -0.22521105408668518, 20.0, 3.014496487966215e-32]"
18.721,1779427894552890652,"[-0.08936069905757904, -0.3919147551059723, 20.0, 2.4115971903729722e-32]"
18.740,1779427894572340496,"[-0.07797437161207199, -0.37967485189437866, 20.0, 1.9292777522983777e-32]"
18.760,1779427894592431415,"[-0.0841173306107521, -0.4095863103866577, 20.0, 1.5434221724513434e-32]"
18.780,1779427894612513000,"[-0.12627576291561127, -0.430950790643692, 20.0, 1.2347377967357923e-32]"
18.800,1779427894632491337,"[-0.1292673796415329, -0.43350303173065186, 20.0, 9.877902373886338e-33]"
18.820,1779427894652341051,"[-0.1318848580121994, -0.43466535210609436, 20.0, 7.902321752172277e-33]"
18.840,1779427894672444511,"[0.0, -0.0, 20.0, 6.321857842548203e-33]"
18.860,1779427894692505805,"[0.0, -0.0, 20.0, 5.057485833228181e-33]"
18.880,1779427894712484351,"[0.0, -0.0, 20.0, 4.0459887400509415e-33]"
18.900,1779427894732698643,"[0.0, -0.0, 20.0, 3.236790918572356e-33]"
18.920,1779427894752558856,"[0.17456744611263275, -1.1313436031341553, 20.0, 2.5894327715920835e-33]"
18.940,1779427894772409445,"[0.18939931690692902, -1.0342720746994019, 20.0, 2.0715463274762622e-33]"
18.960,1779427894792622279,"[0.18547473847866058, -0.9420015811920166, 20.0, 1.6572370987152082e-33]"
18.980,1779427894812532075,"[0.0, -0.0, 20.0, 1.3257895687695712e-33]"
19.000,1779427894832354372,"[0.0, -0.0, 20.0, 1.060631655015657e-33]"
19.020,1779427894852398333,"[0.0, -0.0, 20.0, 8.485053423796248e-34]"
19.040,1779427894872467086,"[0.0, -0.0, 20.0, 6.788042739036998e-34]"
19.060,1779427894892570838,"[-0.005480472464114428, -1.3226863145828247, 20.0, 5.430434007558606e-34]"
19.080,1779427894912566675,"[-0.0303435530513525, -1.184179663658142, 20.0, 4.3443474815533735e-34]"
19.100,1779427894932464512,"[-0.026793431490659714, -1.0456335544586182, 20.0, 3.4754778474894546e-34]"
19.120,1779427894952451308,"[-0.0934736579656601, -1.1603041887283325, 20.0, 2.7803823239093118e-34]"
19.140,1779427894972621559,"[-0.11024048924446106, -1.1001715660095215, 20.0, 2.2243057672919532e-34]"
19.160,1779427894992436689,"[-0.09965819120407104, -0.9945629239082336, 20.0, 1.7794446367924366e-34]"
19.180,1779427895012488734,"[-0.12188015133142471, -1.0441902875900269, 20.0, 1.4235558012694455e-34]"
19.200,1779427895032421280,"[-0.1329769492149353, -1.021439552307129, 20.0, 1.1388446410155564e-34]"
19.220,1779427895052505490,"[-0.13312403857707977, -0.974608838558197, 20.0, 9.11075678374134e-35]"
19.240,1779427895072248163,"[-0.16321149468421936, -1.3740845918655396, 20.0, 7.288605656581813e-35]"
19.260,1779427895092553746,"[-0.1717287302017212, -1.3914036750793457, 20.0, 5.83088418088234e-35]"
19.280,1779427895112385960,"[-0.17967063188552856, -1.4091176986694336, 20.0, 4.664707402103057e-35]"
19.300,1779427895132378880,"[-0.16535405814647675, -1.2968358993530273, 20.0, 3.7317660938740007e-35]"
19.320,1779427895152690588,"[-0.1473127156496048, -1.455590844154358, 20.0, 2.9854127029076453e-35]"
19.340,1779427895172479927,"[-0.14777210354804993, -1.4783154726028442, 20.0, 2.3883301623261162e-35]"
19.360,1779427895192341015,"[-0.14297932386398315, -1.4388178586959839, 20.0, 1.910664187258078e-35]"
19.380,1779427895212526725,"[0.04134893789887428, -0.6072102189064026, 20.0, 1.528531378505055e-35]"
19.400,1779427895232428938,"[0.0628877580165863, -0.5980440378189087, 20.0, 1.2228250741054515e-35]"
19.420,1779427895252549606,"[0.07537304610013962, -0.6102319955825806, 20.0, 9.782600449350649e-36]"
19.440,1779427895272375112,"[0.2761308550834656, -0.6951276063919067, 20.0, 7.826080359480519e-36]"
19.460,1779427895292451739,"[0.3492588698863983, -0.7155718803405762, 20.0, 6.260864144091453e-36]"
19.480,1779427895312265578,"[0.4282662272453308, -0.736763060092926, 20.0, 5.008691458766125e-36]"
19.500,1779427895332439454,"[0.4239616394042969, -0.7293577194213867, 20.0, 4.0069530952664185e-36]"
19.520,1779427895352645497,"[0.02920048125088215, -0.050731658935546875, 20.0, 3.205562476213135e-36]"
19.540,1779427895372352587,"[0.02743426151573658, -0.03924378752708435, 20.0, 2.56445008859023e-36]"
19.560,1779427895392451964,"[0.06502960622310638, -0.08597410470247269, 20.0, 2.051559963252462e-36]"
19.580,1779427895412394718,"[0.0, -0.0, 20.0, 1.6412481140949322e-36]"
19.600,1779427895432539886,"[0.0, -0.0, 20.0, 1.3129984554027051e-36]"
19.620,1779427895452326309,"[0.0, -0.0, 20.0, 1.050398710512303e-36]"
19.640,1779427895472398270,"[-0.0, -0.0, 20.0, 8.403190042830831e-37]"
19.660,1779427895492521563,"[-0.0, -0.0, 20.0, 6.722552034264665e-37]"
19.680,1779427895512391985,"[-0.0, -0.0, 20.0, 5.378041358362427e-37]"
19.700,1779427895532417279,"[-0.0, -0.0, 20.0, 4.302433355739247e-37]"
19.721,1779427895552897277,"[-0.0, -0.0, 20.0, 3.4419466397498464e-37]"
19.740,1779427895572486243,"[-0.9958475828170776, -1.3746064901351929, 20.0, 2.753557311799877e-37]"
19.760,1779427895592492288,"[-0.8630040287971497, -1.191237449645996, 20.0, 2.2028458942814526e-37]"
19.780,1779427895612483458,"[-0.5280928611755371, -1.0650891065597534, 20.0, 1.7622766481628358e-37]"
19.800,1779427895632434962,"[-0.5151539444923401, -0.9828495383262634, 20.0, 1.409821385792595e-37]"
19.820,1779427895652577797,"[-0.4849008619785309, -0.9016003012657166, 20.0, 1.1278570413717496e-37]"
19.840,1779427895672392220,"[-0.16214266419410706, -1.3582737445831299, 20.0, 9.022856555181751e-38]"
19.860,1779427895692458347,"[-0.10889419913291931, -1.364702820777893, 20.0, 7.218285132041524e-38]"
19.880,1779427895712486558,"[-0.0621330700814724, -1.3775646686553955, 20.0, 5.774628217737096e-38]"
19.900,1779427895732545978,"[-0.05657908692955971, -1.2544262409210205, 20.0, 4.6197024060338613e-38]"
19.920,1779427895752647105,"[0.09889212995767593, -1.1211789846420288, 20.0, 3.6957621490348433e-38]"
19.940,1779427895772324737,"[0.14590618014335632, -1.1409766674041748, 20.0, 2.9566097192278747e-38]"
19.960,1779427895792448989,"[0.13656213879585266, -1.0679068565368652, 20.0, 2.3652878314342383e-38]"
19.980,1779427895812405951,"[0.09968329221010208, -0.6301211714744568, 20.0, 1.892230209095452e-38]"
20.000,1779427895832381955,"[0.12195029109716415, -0.631144106388092, 20.0, 1.513784195302331e-38]"
20.020,1779427895852482790,"[0.13347792625427246, -0.6348361372947693, 20.0, 1.2110273562418648e-38]"
20.040,1779427895872504001,"[0.07220936566591263, -0.5236247181892395, 20.0, 9.688218849934918e-39]"
20.060,1779427895892406798,"[0.07702989876270294, -0.5177744626998901, 20.0, 7.750574799688242e-39]"
20.080,1779427895912387468,"[0.08181753754615784, -0.511782169342041, 20.0, 6.200459839750593e-39]"
20.100,1779427895932717259,"[0.0850907489657402, -0.5322566628456116, 20.0, 4.9603681520601675e-39]"
20.120,1779427895952612180,"[-0.11210151761770248, -0.487546443939209, 20.0, 3.9682936808690554e-39]"
20.140,1779427895972467435,"[-0.1496196985244751, -0.5008395314216614, 20.0, 3.174636065734016e-39]"
20.160,1779427895992363690,"[-0.15441788733005524, -0.5169010758399963, 20.0, 2.539707731548441e-39]"
20.180,1779427896012309485,"[-0.4267653226852417, -0.6333889365196228, 20.0, 2.0317664654984458e-39]"
20.200,1779427896032413821,"[-0.5256901383399963, -0.6555013656616211, 20.0, 1.6254137329181424e-39]"
20.220,1779427896052421616,"[-0.567282497882843, -0.6532366275787354, 20.0, 1.300330706074821e-39]"
20.240,1779427896072371369,"[-0.11072027683258057, -0.1556045264005661, 20.0, 1.0402651253792426e-39]"
20.260,1779427896092477163,"[-0.124232217669487, -0.157517209649086, 20.0, 8.322115397840083e-40]"
20.280,1779427896112474750,"[-0.15003541111946106, -0.1800653636455536, 20.0, 6.657695120868995e-40]"
20.300,1779427896132605043,"[-0.020674439147114754, -0.5082147717475891, 20.0, 5.3261532940982675e-40]"
20.321,1779427896152968375,"[0.016470765694975853, -0.561463475227356, 20.0, 4.260928240472471e-40]"
20.340,1779427896172499010,"[0.09129710495471954, -0.6497833728790283, 20.0, 3.408742592377977e-40]"
20.360,1779427896192525179,"[0.08980830013751984, -0.639187216758728, 20.0, 2.7269968764993103e-40]"
20.380,1779427896212361185,"[0.2305937260389328, -0.8351467847824097, 20.0, 2.1815975011994482e-40]"
20.400,1779427896232623601,"[0.3091873228549957, -0.8926799893379211, 20.0, 1.74527519836263e-40]"
20.420,1779427896252387566,"[0.3397315740585327, -0.8954384326934814, 20.0, 1.3962257638839612e-40]"
20.440,1779427896272416944,"[0.4613244831562042, -1.2934775352478027, 20.0, 1.1169750059133117e-40]"
20.460,1779427896292433197,"[0.5275757908821106, -1.3510017395019531, 20.0, 8.935800047306493e-41]"
20.480,1779427896312521199,"[0.5383139848709106, -1.3259538412094116, 20.0, 7.148583985906622e-41]"
20.501,1779427896332776033,"[0.30663082003593445, -0.7438215613365173, 20.0, 5.718979292602443e-41]"
20.520,1779427896352705079,"[0.3282913863658905, -0.7471815347671509, 20.0, 4.575099356174095e-41]"
20.540,1779427896372484501,"[0.34896320104599, -0.7497733235359192, 20.0, 3.6600514589699897e-41]"
20.560,1779427896392553545,"[0.3457193076610565, -0.7428035736083984, 20.0, 2.928153271053138e-41]"
20.580,1779427896412353093,"[0.0, -0.0, 20.0, 2.342410512965364e-41]"
20.600,1779427896432444887,"[0.0, -0.0, 20.0, 1.8739564363415779e-41]"
20.620,1779427896452510723,"[0.0025993073359131813, -0.005409794393926859, 20.0, 1.4992492269811218e-41]"
20.640,1779427896472407102,"[0.0, -0.0, 20.0, 1.199371355615611e-41]"
20.660,1779427896492276357,"[0.0, -0.0, 20.0, 9.594690585232022e-42]"
20.680,1779427896512311860,"[0.0, -0.0, 20.0, 7.676312987571348e-42]"
20.700,1779427896532444778,"[-0.0, -0.0, 20.0, 6.140489870671348e-42]"
20.720,1779427896552430990,"[-0.0, -0.0, 20.0, 4.9129524159228087e-42]"
20.740,1779427896572274579,"[-0.0, -0.0, 20.0, 3.930642192431112e-42]"
20.760,1779427896592498788,"[-0.0, -0.0, 20.0, 3.1445137539448895e-42]"
20.780,1779427896612596706,"[-0.0, -0.0, 20.0, 2.5153307434630466e-42]"
20.800,1779427896632645917,"[-0.8823018074035645, -1.2255842685699463, 20.0, 2.0122645947704373e-42]"
20.820,1779427896652269300,"[-0.8335735201835632, -1.1096420288085938, 20.0, 1.6100919355092148e-42]"
20.840,1779427896672521509,"[-0.5906740427017212, -1.4630495309829712, 20.0, 1.2877932887145069e-42]"
20.860,1779427896692681260,"[-0.5763633847236633, -1.4522309303283691, 20.0, 1.0299543712787405e-42]"
20.880,1779427896712395642,"[-0.5402047038078308, -1.3716950416564941, 20.0, 8.239634970229924e-43]"
20.900,1779427896732453020,"[-0.48420846462249756, -1.229508638381958, 20.0, 6.6001157669698884e-43]"
