t_rel_s,ts_ns,values
89.739,1779427965571426169,"[-238, 267]"
89.802,1779427965634267311,"[-239, 269]"
89.879,1779427965711122571,"[-240, 271]"
89.946,1779427965778564989,"[-242, 273]"
90.010,1779427965842091247,"[-243, 275]"
90.076,1779427965907973268,"[-244, 277]"
90.142,1779427965973813581,"[-244, 278]"
90.212,1779427966043979549,"[-245, 280]"
90.272,1779427966104687467,"[-246, 281]"
90.338,1779427966170754694,"[-247, 282]"
90.405,1779427966237051168,"[-247, 283]"
90.475,1779427966307127887,"[-248, 284]"
90.541,1779427966373604025,"[-248, 285]"
90.610,1779427966442594591,"[-249, 286]"
90.672,1779427966503771503,"[-249, 287]"
90.731,1779427966563489516,"[-250, 287]"
90.807,1779427966639559328,"[-250, 288]"
90.871,1779427966703380749,"[0, 0]"
90.939,1779427966770780501,"[0, 0]"
91.009,1779427966840918928,"[0, 0]"
91.068,1779427966900602233,"[0, 0]"
91.134,1779427966966713501,"[0, 0]"
91.207,1779427967039197024,"[0, 0]"
91.271,1779427967103646687,"[0, 0]"
91.335,1779427967167229236,"[0, 0]"
91.406,1779427967238228486,"[0, 0]"
91.471,1779427967302937438,"[0, 0]"
91.540,1779427967372504330,"[0, 0]"
91.598,1779427967430253909,"[0, 0]"
91.672,1779427967504501118,"[0, 0]"
91.739,1779427967571091005,"[0, 0]"
91.807,1779427967639078542,"[0, 0]"
91.879,1779427967711189902,"[0, 0]"
91.937,1779427967769093771,"[0, 0]"
92.010,1779427967842562240,"[0, 0]"
92.076,1779427967907892726,"[0, 0]"
92.136,1779427967967769988,"[0, 0]"
92.209,1779427968041458954,"[0, 0]"
92.275,1779427968107108519,"[0, 0]"
92.340,1779427968172416255,"[0, 0]"
92.405,1779427968237532077,"[0, 0]"
92.468,1779427968300512925,"[0, 0]"
92.542,1779427968374595345,"[0, 0]"
92.602,1779427968434609980,"[0, 0]"
92.675,1779427968507322749,"[0, 0]"
92.738,1779427968570150475,"[0, 0]"
92.831,1779427968663133244,"[0, 0]"
92.874,1779427968706239796,"[0, 0]"
92.935,1779427968766926131,"[0, 0]"
93.004,1779427968836376358,"[0, 0]"
93.077,1779427968909009795,"[0, 0]"
93.137,1779427968969604839,"[0, 0]"
93.211,1779427969042903852,"[0, 0]"
93.277,1779427969109658820,"[0, 0]"
93.342,1779427969173863778,"[0, 0]"
93.404,1779427969235846264,"[0, 0]"
93.467,1779427969299463813,"[0, 0]"
93.536,1779427969368667292,"[0, 0]"
93.609,1779427969441151982,"[0, 0]"
93.677,1779427969509401723,"[0, 0]"
93.737,1779427969569340526,"[0, 0]"
93.808,1779427969640172360,"[0, 0]"
93.876,1779427969707966524,"[0, 0]"
93.939,1779427969771523115,"[0, 0]"
94.004,1779427969836601312,"[0, 0]"
94.069,1779427969900799271,"[0, 0]"
94.136,1779427969967841819,"[0, 0]"
